GO_ID,term,GOSlim_bin,aspect
GO:0000436,positive regulation of transcription from RNA polymerase II promoter by carbon catabolites,RNA metabolism,P
GO:0000437,negative regulation of transcription from RNA polymerase II promoter by carbon catabolites,RNA metabolism,P
GO:0000438,core TFIIH complex portion of holo TFIIH complex,nucleus,C
GO:0000439,core TFIIH complex,nucleus,C
GO:0000440,core TFIIH complex portion of NEF3 complex,nucleus,C
GO:0000441,SSL2-core TFIIH complex,other cellular component,C
GO:0000442,SSL2-core TFIIH complex portion of NEF3 complex,nucleus,C
GO:0000443,SSL2-core TFIIH complex portion of holo TFIIH complex,nucleus,C
GO:0000444,MIS12/MIND type complex,other cellular component,C
GO:0000445,THO complex part of transcription export complex,nucleus,C
GO:0000446,nucleoplasmic THO complex,nucleus,C
GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000448,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000449,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)",RNA metabolism,P
GO:0000450,"cleavage of bicistronic rRNA transcript (SSU-rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000451,rRNA 2'-O-methylation,RNA metabolism,P
GO:0000452,snoRNA guided rRNA 2'-O-methylation,RNA metabolism,P
GO:0000453,enzyme-directed rRNA 2'-O-methylation,RNA metabolism,P
GO:0000454,snoRNA guided rRNA pseudouridine synthesis,RNA metabolism,P
GO:0000455,enzyme-directed rRNA pseudouridine synthesis,RNA metabolism,P
GO:0000456,dimethylation during SSU-rRNA biogenesis,RNA metabolism,P
GO:0000457,"endonucleolytic cleavage between SSU-rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)",RNA metabolism,P
GO:0000458,"endonucleolytic cleavage between LSU-rRNA and 5S rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)",RNA metabolism,P
GO:0000459,exonucleolytic trimming during rRNA processing,RNA metabolism,P
GO:0000460,maturation of 5.8S rRNA,RNA metabolism,P
GO:0000461,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000713,meiotic heteroduplex formation,DNA metabolism,P
GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000464,"endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000465,"exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000468,"generation of mature 3'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000469,cleavages during rRNA processing,RNA metabolism,P
GO:0000470,maturation of LSU-rRNA,RNA metabolism,P
GO:0000471,"endonucleolytic cleavage in 3'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000472,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000473,"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000474,"maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000475,maturation of 2S rRNA,RNA metabolism,P
GO:0000476,maturation of 4.5S rRNA,RNA metabolism,P
GO:0000477,"generation of mature 5'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000478,endonucleolytic cleavages during rRNA processing,RNA metabolism,P
GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000480,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000481,maturation of 5S rRNA,RNA metabolism,P
GO:0000482,"maturation of 5S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000483,"endonucleolytic cleavage of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000484,"cleavage between SSU-rRNA and 5.8S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000485,"cleavage between 2S rRNA and LSU-rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000486,"cleavage between 5.8S rRNA and 2S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000487,"maturation of 5.8S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",RNA metabolism,P
GO:0000488,"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)",RNA metabolism,P
GO:0000489,"maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)",RNA metabolism,P
GO:0000491,small nucleolar ribonucleoprotein complex assembly,cell organization and biogenesis,P
GO:0000492,box C/D snoRNP assembly,cell organization and biogenesis,P
GO:0000493,box H/ACA snoRNP assembly,cell organization and biogenesis,P
GO:0000494,box C/D snoRNA 3'-end processing,RNA metabolism,P
GO:0000495,box H/ACA snoRNA 3'-end processing,RNA metabolism,P
GO:0000496,base pairing,nucleic acid binding activity,F
GO:0000497,base pairing with DNA,nucleic acid binding activity,F
GO:0000498,base pairing with RNA,nucleic acid binding activity,F
GO:0000499,base pairing with mRNA,nucleic acid binding activity,F
GO:0000500,RNA polymerase I upstream activating factor complex,nucleus,C
GO:0000501,flocculation via cell wall protein-carbohydrate interaction,other biological processes,P
GO:0000502,proteasome complex,other cellular component,C
GO:0000506,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex,ER/Golgi,C
GO:0000578,embryonic axis specification,developmental processes,P
GO:0000700,mismatch base pair DNA N-glycosylase activity,other molecular function,F
GO:0000701,purine-specific mismatch base pair DNA N-glycosylase activity,other molecular function,F
GO:0000702,oxidized base lesion DNA N-glycosylase activity,other molecular function,F
GO:0000703,oxidized pyrimidine base lesion DNA N-glycosylase activity,other molecular function,F
GO:0000704,pyrimidine dimer DNA N-glycosylase activity,other molecular function,F
GO:0000705,achiasmate meiosis I,cell cycle and proliferation,P
GO:0000706,meiotic DNA double-strand break processing,cell cycle and proliferation,P
GO:0000706,meiotic DNA double-strand break processing,stress response,P
GO:0000706,meiotic DNA double-strand break processing,DNA metabolism,P
GO:0000707,meiotic DNA recombinase assembly,cell cycle and proliferation,P
GO:0000707,meiotic DNA recombinase assembly,stress response,P
GO:0000707,meiotic DNA recombinase assembly,DNA metabolism,P
GO:0000707,meiotic DNA recombinase assembly,cell organization and biogenesis,P
GO:0000708,meiotic strand invasion,cell cycle and proliferation,P
GO:0000708,meiotic strand invasion,DNA metabolism,P
GO:0000709,meiotic joint molecule formation,cell cycle and proliferation,P
GO:0000709,meiotic joint molecule formation,DNA metabolism,P
GO:0000710,meiotic mismatch repair,cell cycle and proliferation,P
GO:0000710,meiotic mismatch repair,stress response,P
GO:0000710,meiotic mismatch repair,DNA metabolism,P
GO:0000711,meiotic DNA repair synthesis,cell cycle and proliferation,P
GO:0000711,meiotic DNA repair synthesis,stress response,P
GO:0000711,meiotic DNA repair synthesis,DNA metabolism,P
GO:0000712,resolution of meiotic joint molecules as recombinants,cell cycle and proliferation,P
GO:0000712,resolution of meiotic joint molecules as recombinants,DNA metabolism,P
GO:0000713,meiotic heteroduplex formation,cell cycle and proliferation,P
GO:0000714,meiotic strand displacement,cell cycle and proliferation,P
GO:0000714,meiotic strand displacement,DNA metabolism,P
GO:0000715,"nucleotide-excision repair, DNA damage recognition",stress response,P
GO:0000715,"nucleotide-excision repair, DNA damage recognition",DNA metabolism,P
GO:0000715,"nucleotide-excision repair, DNA damage recognition",cell organization and biogenesis,P
GO:0000716,"transcription-coupled nucleotide-excision repair, DNA damage recognition",stress response,P
GO:0000716,"transcription-coupled nucleotide-excision repair, DNA damage recognition",DNA metabolism,P
GO:0000716,"transcription-coupled nucleotide-excision repair, DNA damage recognition",cell organization and biogenesis,P
GO:0000717,"nucleotide-excision repair, DNA duplex unwinding",stress response,P
GO:0000717,"nucleotide-excision repair, DNA duplex unwinding",DNA metabolism,P
GO:0000718,"nucleotide-excision repair, DNA damage removal",stress response,P
GO:0000718,"nucleotide-excision repair, DNA damage removal",DNA metabolism,P
GO:0000719,photoreactive repair,stress response,P
GO:0000719,photoreactive repair,DNA metabolism,P
GO:0000720,pyrimidine dimer repair by nucleotide-excision repair,stress response,P
GO:0000720,pyrimidine dimer repair by nucleotide-excision repair,DNA metabolism,P
GO:0000721,"(R,R)-butanediol dehydrogenase activity",other molecular function,F
GO:0000722,telomere maintenance via recombination,DNA metabolism,P
GO:0000722,telomere maintenance via recombination,cell organization and biogenesis,P
GO:0000723,telomere maintenance,DNA metabolism,P
GO:0000723,telomere maintenance,cell organization and biogenesis,P
GO:0000724,double-strand break repair via homologous recombination,stress response,P
GO:0000724,double-strand break repair via homologous recombination,DNA metabolism,P
GO:0000725,recombinational repair,stress response,P
GO:0000725,recombinational repair,DNA metabolism,P
GO:0000726,non-recombinational repair,stress response,P
GO:0000726,non-recombinational repair,DNA metabolism,P
GO:0000727,double-strand break repair via break-induced replication,stress response,P
GO:0000727,double-strand break repair via break-induced replication,DNA metabolism,P
GO:0000728,"gene conversion at mating-type locus, DNA double-strand break formation",DNA metabolism,P
GO:0000729,DNA double-strand break processing,stress response,P
GO:0000729,DNA double-strand break processing,DNA metabolism,P
GO:0000730,DNA recombinase assembly,stress response,P
GO:0000730,DNA recombinase assembly,DNA metabolism,P
GO:0000730,DNA recombinase assembly,cell organization and biogenesis,P
GO:0000731,DNA synthesis during DNA repair,stress response,P
GO:0000731,DNA synthesis during DNA repair,DNA metabolism,P
GO:0000732,strand displacement,DNA metabolism,P
GO:0000733,DNA strand renaturation,stress response,P
GO:0000733,DNA strand renaturation,DNA metabolism,P
GO:0000734,"gene conversion at mating-type locus, DNA repair synthesis",stress response,P
GO:0000734,"gene conversion at mating-type locus, DNA repair synthesis",DNA metabolism,P
GO:0000735,removal of nonhomologous ends,DNA metabolism,P
GO:0000736,"double-strand break repair via single-strand annealing, removal of nonhomologous ends",stress response,P
GO:0000736,"double-strand break repair via single-strand annealing, removal of nonhomologous ends",DNA metabolism,P
GO:0000737,"DNA catabolic process, endonucleolytic",DNA metabolism,P
GO:0000738,"DNA catabolic process, exonucleolytic",DNA metabolism,P
GO:0000739,DNA strand annealing activity,nucleic acid binding activity,F
GO:0000740,nuclear membrane fusion,cell organization and biogenesis,P
GO:0000741,karyogamy,cell organization and biogenesis,P
GO:0000742,karyogamy during conjugation with cellular fusion,cell organization and biogenesis,P
GO:0000743,nuclear migration during conjugation with cellular fusion,transport,P
GO:0000743,nuclear migration during conjugation with cellular fusion,cell organization and biogenesis,P
GO:0000744,karyogamy during conjugation without cellular fusion,cell organization and biogenesis,P
GO:0000745,nuclear migration during conjugation without cellular fusion,cell organization and biogenesis,P
GO:0000746,conjugation,other biological processes,P
GO:0000747,conjugation with cellular fusion,other biological processes,P
GO:0000748,conjugation with mutual genetic exchange,other biological processes,P
GO:0000749,response to pheromone during conjugation with cellular fusion,other biological processes,P
GO:0000750,pheromone-dependent signal transduction involved in conjugation with cellular fusion,signal transduction,P
